userName,score,content,at
A Google user,1,why is my app not working.its telling me everytime when i try to update to download the official whatsapp and i already have it,2025-06-04 00:23:19
A Google user,5,"The app has been great, I do not have to constantly update it manually. It never has any bugs or crushes. Overall the app has been amazing.",2025-06-04 00:22:57
A Google user,1,cabdirashiid,2025-06-04 00:22:45
A Google user,5,Jitendra Kumar Rishi,2025-06-04 00:22:33
A Google user,5,fantastic,2025-06-04 00:22:04
A Google user,5,great,2025-06-04 00:22:00
A Google user,1,Verification code not received,2025-06-04 00:20:52
A Google user,5,good but need update in some period,2025-06-04 00:19:40
A Google user,1,Meta likes to spy on you by doing shady stuff. Not even browsing in private mode or being logged out of Facebook in the web browser is enough. They know everything you do.,2025-06-04 00:19:39
A Google user,4,I love this app very much it's easy to use but I prefer the former status update,2025-06-04 00:19:35
A Google user,4,nice,2025-06-04 00:18:56
A Google user,5,nice,2025-06-04 00:18:22
A Google user,5,❤🔥love it😚👌,2025-06-04 00:18:18
A Google user,5,Good,2025-06-04 00:17:37
A Google user,4,It works lazily,2025-06-04 00:17:36
A Google user,2,Inshaallah,2025-06-04 00:16:52
A Google user,5,Wahab king,2025-06-04 00:16:04
A Google user,1,The addition of the Meta AI button and the search bar is annoying.,2025-06-04 00:15:01
A Google user,1,I'm just getting banned on my whatsap with out doing nothing,2025-06-04 00:14:06
A Google user,3,Good,2025-06-04 00:13:54
A Google user,2,Aman Bawne,2025-06-04 00:13:21
A Google user,5,Good,2025-06-04 00:12:56
A Google user,5,I'm out of words but all I have to say is that this app is very good,2025-06-04 00:12:34
A Google user,5,👍,2025-06-04 00:10:45
A Google user,5,Good,2025-06-04 00:10:44
A Google user,5,good,2025-06-04 00:10:13
A Google user,5,WhatsApp Messenger...,2025-06-04 00:09:28
A Google user,3,L'application est superbe mais faudrait apporter des nouveautés pour nous surprendre plus..!🥰,2025-06-04 00:09:02
A Google user,5,Dilip Kumar,2025-06-04 00:08:53
A Google user,5,it helps to communicate with people easily and other important works,2025-06-04 00:08:45
A Google user,2,I really get context,2025-06-04 00:08:41
A Google user,5,"WhatsApp is one of the best communication platforms in the world, and it offers excellent services. I really like this app. However, there's one issue: no data remains saved for long — even on channels, the data gets deleted after a month. If this aspect is improved, there would be no other service or server better than it.",2025-06-04 00:08:23
A Google user,2,its good,2025-06-04 00:07:55
A Google user,3,"Laggy. as of Jun 03, 2025 device: Samsung Galaxy A30. please remove unnecessary gimmicky things. keep it secure and functional but light on system resources too.",2025-06-04 00:07:01
A Google user,5,"really really helpful, thanks a lot WhatsApp",2025-06-04 00:06:40
A Google user,5,sawed Ali,2025-06-04 00:06:29
A Google user,5,good,2025-06-04 00:06:08
A Google user,3,kunjo mastar,2025-06-04 00:05:58
A Google user,5,very good and nice app,2025-06-04 00:05:44
A Google user,5,good,2025-06-04 00:05:40
A Google user,5,nice app,2025-06-04 00:05:33
A Google user,5,wosome,2025-06-04 00:05:10
A Google user,5,I love it but why was my account blocked I'm not a fraudster you guys are making my mum think otherwise,2025-06-04 00:04:32
A Google user,5,what sa pp,2025-06-04 00:04:04
A Google user,5,I notice that this app is one of the best app in the whole world,2025-06-04 00:03:26
A Google user,3,Good application but I can't use effects in the camera and video calls,2025-06-04 00:03:01
A Google user,5,pless whtasp team unfreeze my WhatsApp account,2025-06-04 00:03:01
A Google user,5,good app,2025-06-04 00:03:00
A Google user,5,just got to my what's app to see if there Are message and I can't use it you are a good scrammer and you did me a big favor from my scrammer trying to get money from me and my winning and watch some women on what's app and they posted my picture saying that I doing something bad,2025-06-04 00:02:47
A Google user,4,"amazing, would have rated 3 stars but I have nothing to complain about...",2025-06-04 00:02:08
A Google user,5,💥👌Cool..✍️,2025-06-04 00:01:49
A Google user,5,Good,2025-06-04 00:01:41
A Google user,5,Pakistani. love you 🤟,2025-06-04 00:01:08
A Google user,5,ya ban nhi hoti,2025-06-04 00:00:47
A Google user,4,"Have message editing option like MS teams for situations like typo error, incomplete or incorrect messgaing",2025-06-04 00:00:30
A Google user,5,Please add language translation on message vs copy and paste to Google Translate,2025-06-04 00:00:27
A Google user,5,good,2025-06-04 00:00:26
A Google user,1,how can I lift the ban from my account,2025-06-04 00:00:18
A Google user,5,It is very useful.. so Good 💯,2025-06-03 23:59:44
A Google user,5,excellent app,2025-06-03 23:59:41
A Google user,5,Sir Please Review My Whatsapp,2025-06-03 23:59:18
A Google user,1,Poor,2025-06-03 23:58:41
A Google user,5,thank you,2025-06-03 23:58:29
A Google user,5,excellent,2025-06-03 23:55:36
A Google user,5,I love it,2025-06-03 23:55:32
A Google user,1,Chris boy never blocke again,2025-06-03 23:54:29
A Google user,1,carpenter full,2025-06-03 23:54:29
A Google user,5,wonderful,2025-06-03 23:54:26
A Google user,5,"cool. in the next update, allow us to be able to save and name MetaAi as we like",2025-06-03 23:54:07
A Google user,2,Hi Dr if fun he got Hu go,2025-06-03 23:54:05
A Google user,5,bussiness,2025-06-03 23:50:44
A Google user,1,Go,2025-06-03 23:50:43
A Google user,1,disgusting 🤢 app,2025-06-03 23:50:42
A Google user,1,Amir Hussain 94357 77297,2025-06-03 23:50:27
A Google user,1,Abhishek. 2:0,2025-06-03 23:50:22
A Google user,4,Nice one 😄,2025-06-03 23:50:13
A Google user,5,"please provide options for WhatsApp to restrict to msg only not for audio or video call,if anyone wants only chat not for call audio and video... please provide this feature",2025-06-03 23:50:06
A Google user,5,good,2025-06-03 23:49:09
A Google user,5,Please. Whatsapp,2025-06-03 23:48:39
A Google user,5,Good,2025-06-03 23:48:05
A Google user,5,please banned problem solve,2025-06-03 23:47:43
A Google user,5,goooood,2025-06-03 23:47:20
A Google user,5,beauty,2025-06-03 23:47:02
A Google user,1,my messages got deleted for no reason 😠,2025-06-03 23:46:21
A Google user,1,It ain't working,2025-06-03 23:46:15
A Google user,5,Life,2025-06-03 23:46:05
A Google user,5,Great app,2025-06-03 23:45:31
A Google user,5,Good,2025-06-03 23:45:03
A Google user,5,🙏🙏🙏🙏,2025-06-03 23:44:58
A Google user,5,Nice one,2025-06-03 23:44:14
A Google user,4,its a very unique app,2025-06-03 23:43:52
A Google user,5,cool,2025-06-03 23:43:41
A Google user,5,nice nice,2025-06-03 23:43:29
A Google user,5,Great networking application,2025-06-03 23:43:29
A Google user,5,Good,2025-06-03 23:43:21
A Google user,5,It is a wonderful app which is one of the main parts of social media,2025-06-03 23:42:50
A Google user,4,very nice 👌 namaste 🙏,2025-06-03 23:42:49
A Google user,5,It's can't be installed in my phone,2025-06-03 23:42:39
A Google user,4,good,2025-06-03 23:42:25
A Google user,5,good,2025-06-03 23:42:15
A Google user,5,watsapp is one of the best apps and platforms to make money,2025-06-03 23:41:29
A Google user,4,Maokanola abdulbasid,2025-06-03 23:40:22
A Google user,5,❤️,2025-06-03 23:38:45
A Google user,1,not a working app 😡🤬🤬🤬,2025-06-03 23:37:56
A Google user,5,"There some issue in my WhatsApp video call ,my phone's camera is ok but the quality of video call in WhatsApp is very cheap Kindly resolve the issue",2025-06-03 23:37:38
A Google user,5,Hello kaise ho,2025-06-03 23:37:12
A Google user,5,Is it possible to revert the new update to the previous version of the story? The new story update is not interesting at all. At least provide a way to revert to the previous state.,2025-06-03 23:36:52
A Google user,1,The updates should improve the speed and reliability not to slowdown the device and communication.You are giving Stupid and unnecessary updates,2025-06-03 23:36:12
A Google user,5,i love it,2025-06-03 23:35:27
A Google user,5,WhatsApp number Amazon,2025-06-03 23:33:28
A Google user,1,It's a good app it's just that it use many data to message but I prefer it,2025-06-03 23:30:33
A Google user,3,"please can you make the status appear in order of time!! or an option for those who'll prefer that, which I'm sure most will how can you just force features nobody asked for on users?",2025-06-03 23:30:27
A Google user,5,how to enter with email addresses,2025-06-03 23:30:22
A Google user,5,please open my WhatsApp account,2025-06-03 23:30:18
A Google user,3,getting day by day more like instagram...try to develop the function to see every unsaved members status present in a group. it's sounds more fun 🤩,2025-06-03 23:29:26
A Google user,5,Very good and nice,2025-06-03 23:28:00
A Google user,4,not working what's app messenger,2025-06-03 23:27:58
A Google user,5,Himanshuboruah,2025-06-03 23:27:26
A Google user,1,good 👍,2025-06-03 23:27:24
A Google user,5,Tres belle application,2025-06-03 23:26:27
A Google user,5,help,2025-06-03 23:26:06
A Google user,5,bast app,2025-06-03 23:25:39
A Google user,5,thank you 🙏,2025-06-03 23:25:32
A Google user,5,good,2025-06-03 23:25:11
A Google user,5,very good apps,2025-06-03 23:24:47
A Google user,5,Good app,2025-06-03 23:24:39
A Google user,3,very well,2025-06-03 23:23:32
A Google user,1,"Una verga grabar videos con WhatsApp para enviarlos un segundo se graba apenas o no se graba, pasa con varios dispositivos. Uno tiene que grabar el video por aparte y luego adjuntarlo.",2025-06-03 23:22:26
A Google user,5,great to have already,2025-06-03 23:21:41
A Google user,5,good,2025-06-03 23:21:27
A Google user,5,this app is good,2025-06-03 23:21:16
A Google user,1,takes too much space,2025-06-03 23:20:21
A Google user,5,very good,2025-06-03 23:20:04
A Google user,5,Msi,2025-06-03 23:18:32
A Google user,5,best,2025-06-03 23:18:07
A Google user,5,good 👍🏻,2025-06-03 23:17:52
A Google user,5,better,2025-06-03 23:17:49
A Google user,4,I want my WhatsApp back,2025-06-03 23:17:06
A Google user,5,WhatsApp kyon nahin chalu ho raha WhatsApp chalu kar dijiye,2025-06-03 23:17:05
A Google user,5,nice,2025-06-03 23:16:42
A Google user,2,this app is not bad for texting however for calling it's not really good now the reason why I'm reading this two stars is because the stupid echoing keeps on happening whenever I'm inside of a call with one of my cousins there is always a echoey voice that keeps on repeating what I say so please fix this,2025-06-03 23:16:00
A Google user,1,manir,2025-06-03 23:15:31
A Google user,5,عالی,2025-06-03 23:15:10
A Google user,5,umnandi u whatsapp bafana bami,2025-06-03 23:14:31
A Google user,5,super fayting family and friends support,2025-06-03 23:13:56
A Google user,5,was this review helpful,2025-06-03 23:13:15
A Google user,5,I love it 👌,2025-06-03 23:13:10
A Google user,5,Dipahakr sihg,2025-06-03 23:12:57
A Google user,4,Very good & essential app for all purpose. Life without this app will be meaningless unless an alternate app is developed.,2025-06-03 23:12:52
A Google user,5,🥰👌,2025-06-03 23:11:24
A Google user,1,"Whatsapp channels are absolute garbage dumpster. It's filled with filthy channels with pornographic DP, links to CP, and call girl businesses. I keep reporting these filthy channels but they keep appearing. Absolutely disgusting 🤮.",2025-06-03 23:10:44
A Google user,5,good,2025-06-03 23:10:41
A Google user,5,"I don't really like the dark theme , can we please have a much darker theme , then again I'm really having trouble backing up my messages to Google drive, can you help please",2025-06-03 23:10:37
A Google user,5,⭐⭐⭐⭐⭐⭐⭐⭐,2025-06-03 23:10:16
A Google user,5,Good,2025-06-03 23:10:13
A Google user,5,Very good,2025-06-03 23:10:13
A Google user,4,WhatsApp rad information technology problem,2025-06-03 23:09:59
A Google user,5,Very good,2025-06-03 23:09:20
A Google user,5,"Hello WhatsApp team requested WhatsApp team Due to some mistake of mine my WhatsApp account has been closed so I request you WhatsApp team to return my WhatsApp account to me because it's my personal account kindly unbanned my WhatsApp account as soon as possible And I will never do these mistakes again Thanks,​ WhatsApp Team",2025-06-03 23:08:34
A Google user,5,Nice,2025-06-03 23:08:27
A Google user,5,best regards Michael,2025-06-03 23:08:17
A Google user,5,so so easy and reliable to use most popular chatting app everyone has to try,2025-06-03 23:07:43
A Google user,5,very good 💯 clearly,2025-06-03 23:06:53
A Google user,5,Everybody us WhatsApp,2025-06-03 23:06:49
A Google user,5,nicc,2025-06-03 23:05:39
A Google user,5,I love it,2025-06-03 23:05:31
A Google user,5,solve my issue I can't recover my WhatsApp account can't receive password plz solve it,2025-06-03 23:05:29
A Google user,1,poor😒,2025-06-03 23:05:08
A Google user,2,slow my what's app please fast,2025-06-03 23:04:28
A Google user,4,good,2025-06-03 23:04:08
A Google user,1,Ihaven't use the stupid app like this ever because it always ask me to renew my account and it takes 24 hours in order to open it other time it takes 3 days,2025-06-03 23:03:57
A Google user,5,𝓼𝓪𝓽𝓱𝔂𝓪,2025-06-03 23:03:27
A Google user,5,"hooo wait this is a new, the month of June is a month of jubilation, double blessing in the month of June great expectation in the month of June",2025-06-03 23:03:24
A Google user,5,h distinctive,2025-06-03 23:03:11
A Google user,4,ti is good,2025-06-03 23:03:11
A Google user,5,Good service,2025-06-03 23:02:43
A Google user,5,👌👌,2025-06-03 23:02:40
A Google user,5,() () • • / >💜,2025-06-03 23:01:38
A Google user,1,Hello WhatsApp Team My account was banned I believe this may be a mistake I have always tried to follow WhatsApp’s Terms of Service Kindly review my account and consider unbanning it Thank you so much,2025-06-03 23:00:40
A Google user,5,Nice app,2025-06-03 22:59:56
A Google user,5,very good,2025-06-03 22:59:15
A Google user,5,Ts favorite,2025-06-03 22:58:27
A Google user,1,sunita,2025-06-03 22:56:51
A Google user,5,good,2025-06-03 22:55:16
A Google user,5,sanjibDas,2025-06-03 22:53:59
A Google user,5,👍👍👍🙏🙏🙏🙏,2025-06-03 22:53:54
A Google user,4,WhatsApp experience,2025-06-03 22:53:43
A Google user,1,the video quality when posted is poor,2025-06-03 22:53:20
A Google user,1,f. of,2025-06-03 22:53:12
A Google user,5,కనక,2025-06-03 22:53:11
A Google user,5,Why My WhatsApp Business Account remain pending while am downloading it,2025-06-03 22:52:52
A Google user,5,i like,2025-06-03 22:52:39
A Google user,5,wow,2025-06-03 22:51:54
A Google user,5,this is an amazing app .this is improve my socialization,2025-06-03 22:51:46
A Google user,1,my account automatically logout several times. is this bug or security compromised?.,2025-06-03 22:51:45
A Google user,5,Excellant app,2025-06-03 22:51:12
A Google user,5,misbabul hak,2025-06-03 22:50:51
A Google user,5,Ramesh. S,2025-06-03 22:50:36
A Google user,4,this is good 😊👍,2025-06-03 22:50:01
A Google user,5,because it used well,2025-06-03 22:49:56
A Google user,5,Deepak king,2025-06-03 22:49:17
A Google user,4,Nice app,2025-06-03 22:47:59
A Google user,1,want to connect with what's app free,2025-06-03 22:47:47
A Google user,5,Hi I am new here,2025-06-03 22:47:41
A Google user,3,"Why I'm not getting the HD option while uploading status like other android users, currently I'm using IQOO neo 9 pro device with fun touch OS 15 and i think somethings wrong meta please help me out",2025-06-03 22:47:14
A Google user,5,very nice😍,2025-06-03 22:46:52
A Google user,5,request,2025-06-03 22:46:48
A Google user,5,excellent,2025-06-03 22:46:25
A Google user,5,just amazing app after adding and Ai 😲🤯⭐⭐,2025-06-03 22:46:02
A Google user,5,WhatsApp West,2025-06-03 22:45:04
A Google user,3,unable to activate two way verification,2025-06-03 22:44:16
A Google user,5,I have experiencing some issues in calls,2025-06-03 22:44:16
A Google user,4,Woheo,2025-06-03 22:44:14
A Google user,1,"hey instead of changing the unnecessary thing, can you fix the bugs first? like the one when you play the voice note. and i still got the same problem. can you make the memory it cost lower too? like telegram. idk why ur app cost much space just for a chatting app, yes there's a feature like filters avatar or such but i don't even use it or download it and whyyy just whyy idk how to explain it but it's really bothering. thank you ^^",2025-06-03 22:43:28
A Google user,1,"Please fix the millions of bugs!!! messages don't advance to the latest one, Notifications come up whenever they feel like. Come ON, META!",2025-06-03 22:43:27
A Google user,5,nice,2025-06-03 22:42:49
A Google user,5,heavy,2025-06-03 22:42:28
A Google user,5,Everything is good. Add one feature if you can In group massege Show profile photo with massege like name,2025-06-03 22:42:22
A Google user,1,Worst because I have no Gf,2025-06-03 22:41:27
A Google user,1,I was unable to connect with my phone number. I wonder why??????????,2025-06-03 22:40:42
A Google user,5,it is the best app,2025-06-03 22:40:31
A Google user,2,"Unable to attach a contact card from the last 2 updates. whenever I'm trying to send any contact card it's stuck in the contact list page, it's showing blank and not able to select any contact.",2025-06-03 22:39:32
A Google user,4,Nice,2025-06-03 22:38:29
A Google user,4,I have been using the App since many years .. Currently the loading of contacts is taking lot of time . whatsapp. please check,2025-06-03 22:38:13
A Google user,5,my watshapp account spam problem please solution this problem,2025-06-03 22:37:51
A Google user,5,Jebear Ekka,2025-06-03 22:36:43
A Google user,5,I appreciate your good work,2025-06-03 22:36:08
A Google user,5,buissness man,2025-06-03 22:35:35
A Google user,5,ok,2025-06-03 22:35:11
A Google user,5,very good,2025-06-03 22:34:27
A Google user,5,help me WhatsApp,2025-06-03 22:33:53
A Google user,5,Best,2025-06-03 22:33:31
A Google user,5,Very good app,2025-06-03 22:33:07
A Google user,5,Khaqan sarim,2025-06-03 22:32:44
A Google user,1,very app,2025-06-03 22:31:54
A Google user,5,good and better for browse,2025-06-03 22:30:59
A Google user,1,froud cheat suit bilkul change or bekar h return ho nhi rha,2025-06-03 22:30:34
A Google user,5,This app it's really good I love it every thing on it works perfect I don't have any problems about this app,2025-06-03 22:29:51
A Google user,5,Mr.mason yeah an Daron Mason for me remember 👋🏽,2025-06-03 22:29:36
A Google user,5,I like it's app.,2025-06-03 22:28:20
A Google user,5,Good 👍,2025-06-03 22:26:45
A Google user,5,whatsapp is good,2025-06-03 22:26:07
A Google user,5,i love this app it is so useful,2025-06-03 22:25:08
A Google user,4,Jayantadeka,2025-06-03 22:25:03
A Google user,1,very bad app not working,2025-06-03 22:24:57
A Google user,1,Pãwaáñ,2025-06-03 22:24:49
A Google user,5,This aap is very very best and very useful 😊👍👍👍💛💜💓💓💓💖,2025-06-03 22:24:27
A Google user,4,adc,2025-06-03 22:24:23
A Google user,4,Good,2025-06-03 22:24:20
A Google user,5,This WhatsApp app is very good but due to some reasons I am ignoring it. Many times this WhatsApp has stopped my WhatsApp without any reason so please solve my problem and reopen my WhatsApp.,2025-06-03 22:23:49
A Google user,5,nice,2025-06-03 22:23:19
A Google user,3,good,2025-06-03 22:23:00
A Google user,5,Hii Hello thanks bhai 😊😊,2025-06-03 22:22:57
A Google user,1,омерзительное,2025-06-03 22:22:44
A Google user,5,very good and interesting app it can keep your messages save and secure indeed god will bless the owner of the app,2025-06-03 22:22:41
A Google user,5,please o have to install whatsapp to my mobile,2025-06-03 22:22:19
A Google user,1,"Sir, I am very honest, the company I used to run is not working for me now. Your service center is down. Please open it for me. I have not done anything wrong.",2025-06-03 22:22:17
A Google user,5,sanjit Bawri,2025-06-03 22:22:08
A Google user,5,nice apps,2025-06-03 22:21:54
A Google user,5,good,2025-06-03 22:20:48
A Google user,1,अंजामट.98mun7i b,2025-06-03 22:19:55
A Google user,4,Pegasus if it tries to get in can read while you type ...so this app is not watertight.... but it's worth 3 points because of features and one for extras .and it's free ....for now ..kept afloat by meta adverts,2025-06-03 22:18:51
A Google user,1,a jaj,2025-06-03 22:18:30
A Google user,1,This latest version sucks cos when I have to post in my status under gallery. I only see recent pics & clips other folders are not visible.. So disappointed👎🏾,2025-06-03 22:18:17
A Google user,1,nice...,2025-06-03 22:18:11
A Google user,5,thanks for the update,2025-06-03 22:17:24
A Google user,5,this app is a green 💚💚,2025-06-03 22:16:09
A Google user,2,banned my account still waiting for unban. requested several times,2025-06-03 22:14:56
A Google user,4,Best app of all times,2025-06-03 22:14:45
A Google user,4,I suggest to limit the number of status updates for 24 hrs.,2025-06-03 22:14:26
A Google user,5,nice,2025-06-03 22:13:58
A Google user,1,when i make the video call caller not listening my voice during a video call,2025-06-03 22:13:27
A Google user,2,Awesome,2025-06-03 22:13:04
A Google user,3,The purpose is alrdy well implemented. why are u adding so much that leads to bigger storage. last month i have to update a few times alrdy and it wants me to update again. might find a similar and non storage consuming apps.,2025-06-03 22:12:43
A Google user,5,happy,2025-06-03 22:12:35
A Google user,4,easy to use,2025-06-03 22:11:56
A Google user,5,good,2025-06-03 22:11:28
A Google user,5,ok,2025-06-03 22:11:25
A Google user,1,Security issues I can't understand,2025-06-03 22:11:05
A Google user,4,very good,2025-06-03 22:11:03
A Google user,5,♥️♥️♥️♥️,2025-06-03 22:10:52
A Google user,5,nais,2025-06-03 22:10:35
A Google user,1,sach a great app,2025-06-03 22:10:17
A Google user,1,not sending the code 😡😡😡😡😡😡,2025-06-03 22:09:38
A Google user,5,sahi,2025-06-03 22:09:35
A Google user,5,It's good to use and safe,2025-06-03 22:09:30
A Google user,5,Performance absolutely good,2025-06-03 22:09:16
A Google user,5,This is were good,2025-06-03 22:09:15
A Google user,5,good,2025-06-03 22:09:03
A Google user,2,"I can no longer access my Album specifically to upload in whatsapp. It only shows Camera, Video, Photo & Donwload. This feels limited, please fix this as usual as before. 🙏🏻",2025-06-03 22:08:55
A Google user,5,I use my WhatsApp smoothly use the new mobile oppo A3x,2025-06-03 22:08:37
A Google user,4,I would recommend whatsapp to launch its own editing app / section for videos bcz we obviously require to edit video for status !!,2025-06-03 22:08:32
A Google user,1,small emoji :(,2025-06-03 22:07:45
A Google user,5,best place for chatting and fhting,2025-06-03 22:06:19
A Google user,5,"Nice upgrades, helps a lot 💯 thanks",2025-06-03 22:06:08
A Google user,5,why ? my whatsapp account doesn't open.,2025-06-03 22:06:06
A Google user,4,"Why isn't my mention thingy working?it keeps rolling and it's coming frustrating. I mean,yeah I don't use it often,but that shouldn't be a problem. Please fix mine.😩",2025-06-03 22:05:41
A Google user,5,very good,2025-06-03 22:05:17
A Google user,5,I Love this app,2025-06-03 22:05:05
A Google user,5,very nice experience in this app the app has to join over related,2025-06-03 22:04:04
A Google user,1,this app suddenly stopped after scree what's app due to spam no solution totally cheting app,2025-06-03 22:03:16
A Google user,2,this app us very 😤😤😤😤😡😡😡,2025-06-03 22:02:54
A Google user,5,It is good and enjoyeble,2025-06-03 22:02:43
A Google user,5,Good,2025-06-03 22:01:50
A Google user,3,ok because we can only talk,2025-06-03 21:59:36
A Google user,5,Good,2025-06-03 21:59:35
A Google user,5,supar,2025-06-03 21:59:20
A Google user,1,Telegram better.,2025-06-03 21:59:07
A Google user,5,good app for communicating like gmail free,2025-06-03 21:59:04
A Google user,1,حال نمیکنم,2025-06-03 21:57:48
A Google user,4,nice,2025-06-03 21:57:29
A Google user,1,good,2025-06-03 21:57:02
A Google user,5,Nice,2025-06-03 21:57:00
A Google user,1,why do they keep on logging me out of whatsapp,2025-06-03 21:56:56
A Google user,4,Excellent,2025-06-03 21:55:50
A Google user,5,good,2025-06-03 21:55:44
A Google user,5,nice app actually no complains really,2025-06-03 21:55:26
A Google user,5,I am using this tab when I wa a 5 years old kid my father gifted it to me on my 6th birthday and the first thing I downloaded is this app Whatsapp I love this app it helps me talk with my friends and family members any time I want and the new ai in WhatsApp meta helps me to do my homework and even helps me to understand the question I didn't understand in classroom and I love Doraemon and there is a Doraemon ai also in WhatsApp so that I can talk to Doraemon any time I want .so l just love this.,2025-06-03 21:54:52
A Google user,3,quality of photo in status is very bad,2025-06-03 21:53:42
A Google user,1,"scam ALERT if anyone asks u to go to WhatsApp don't do it, moreover YOU WILL BE SCAMMED ON WHATS APP AS I WAS horrible customer service too",2025-06-03 21:51:56
A Google user,3,"it's good but its bad too. I have lost many important things from this app. just because of the restoring system they says to restore,but never restores them 😡😡😡",2025-06-03 21:50:58
A Google user,5,Nice,2025-06-03 21:50:43
A Google user,5,l like it so wonderful and acquire app,2025-06-03 21:49:45
A Google user,5,good,2025-06-03 21:49:36
A Google user,1,Poor update almost stoling money from users to set limit of broadcast message just poor response,2025-06-03 21:49:31
A Google user,4,please review details perfectly before blocking -Thank You,2025-06-03 21:47:46
A Google user,5,sounds good 💯 efficiency to connect with their dear and nears,2025-06-03 21:47:35
A Google user,5,Super..,2025-06-03 21:47:09
A Google user,4,WhatsApp is very important and helpful application all things .,2025-06-03 21:46:42
A Google user,5,superb,2025-06-03 21:46:35
A Google user,5,good,2025-06-03 21:45:52
A Google user,4,this app is very good love it but it l hate when the update is slow but I'm fine with the app,2025-06-03 21:45:48
A Google user,5,best messenger,2025-06-03 21:44:57
A Google user,3,Have app downloaded but can't open it 3 3,2025-06-03 21:44:46
A Google user,1,"Whats App Download continue because spam block 24ours but nut active 6,7 days",2025-06-03 21:43:48
A Google user,4,very good 👍🏻,2025-06-03 21:43:39
A Google user,3,"in this version am finding it difficult to update my status or share a file,sometimes you have to attempt like three times.I urged that you improve this.But other things there are OK.",2025-06-03 21:43:14
A Google user,5,wonderful,2025-06-03 21:43:02
A Google user,5,whatsapp is an amazing app i like this,2025-06-03 21:42:50
A Google user,1,There is literally zero sense behind this not being avaible on pc without a phone,2025-06-03 21:42:27
A Google user,5,best,2025-06-03 21:42:25
A Google user,1,whatsapp just ban my account for using fake application. but I never use any fake application of whatsapp.,2025-06-03 21:42:01
A Google user,1,I can't install my WhatsApp it keep saying u can't install dis app or see common sense why,2025-06-03 21:41:07
A Google user,5,Fir Star,2025-06-03 21:40:56
A Google user,5,"Very bad, since using Samsung S24ultra, communication via WhatsApp is very difficult, the recipient cannot hear my voice (always) and ends up ending the conversation. Apart from that, I can't open other applications while talking to WA, even when the screen goes dark a few seconds after talking, communication is lost. This is very annoying.",2025-06-03 21:40:18
A Google user,2,I want to have voice massaging and app have file sharing and good looking forward to someone about,2025-06-03 21:40:01
A Google user,4,very good,2025-06-03 21:40:00
A Google user,5,I think good,2025-06-03 21:39:31
A Google user,5,Nice App And Be Safe,2025-06-03 21:39:04
A Google user,2,Latest update won't let me share my contacts directly from WhatsApp. It doesn't load my contacts.,2025-06-03 21:39:01
A Google user,1,"it was good but must of my deleted messages were revieved, which I don't think is volunrable",2025-06-03 21:38:51
A Google user,5,Best,2025-06-03 21:38:38
A Google user,5,Bravo,2025-06-03 21:38:28
A Google user,5,nice,2025-06-03 21:38:16
A Google user,5,to good to use,2025-06-03 21:36:29
A Google user,5,The easiest app to use,2025-06-03 21:36:19
A Google user,5,very good app for chating with friends and other people thanks for making whatsapp messenger,2025-06-03 21:35:07
A Google user,5,i just love whatsapp.,2025-06-03 21:34:54
A Google user,5,good,2025-06-03 21:34:14
A Google user,5,my settings was deleted I'm sad,2025-06-03 21:33:03
A Google user,1,গান আসছে না?,2025-06-03 21:32:19
A Google user,1,Poor,2025-06-03 21:31:52
A Google user,5,nice cap,2025-06-03 21:30:16
A Google user,5,na WA ooo,2025-06-03 21:29:45
A Google user,5,love it,2025-06-03 21:29:41
A Google user,1,I can't login withy number,2025-06-03 21:29:36
A Google user,5,It's Good,2025-06-03 21:29:23
A Google user,5,I praud with this app I love WhatsApp,2025-06-03 21:28:57
A Google user,5,best app,2025-06-03 21:28:20
A Google user,5,Its goid,2025-06-03 21:27:55
A Google user,5,good,2025-06-03 21:26:34
A Google user,4,habebi super,2025-06-03 21:26:06
A Google user,5,👍,2025-06-03 21:24:52
A Google user,5,🥰🥰🥰,2025-06-03 21:24:45
A Google user,1,my WhatsApp number is banned . please unbanned it.,2025-06-03 21:24:41
A Google user,5,"easy setup, smooth app, does what is promised.",2025-06-03 21:23:47
A Google user,4,good,2025-06-03 21:23:27
A Google user,5,Good app,2025-06-03 21:23:03
A Google user,5,Have issued sometimes but it's great to have this whatsapp 🥰,2025-06-03 21:22:52
A Google user,5,Best,2025-06-03 21:22:32
A Google user,5,Good is good,2025-06-03 21:22:30
A Google user,5,Nice 👍 very good,2025-06-03 21:22:25
A Google user,4,¿pueden agregar un emoji de churros?,2025-06-03 21:21:29
A Google user,5,most need,2025-06-03 21:20:31
A Google user,5,request dear WhatsApp unblock,2025-06-03 21:20:06
A Google user,5,গুড অ্যাপ,2025-06-03 21:19:26
A Google user,5,wow,2025-06-03 21:18:40
A Google user,5,good app,2025-06-03 21:17:16
A Google user,5,good,2025-06-03 21:16:35
A Google user,5,Cool,2025-06-03 21:16:28
A Google user,5,I follow all rules the WhatsApp min's please solve my account problem,2025-06-03 21:15:17
A Google user,5,good,2025-06-03 21:14:47
A Google user,4,I found a problem that I cannot send a picture /screenshot to more than one person at the same time. The programmers would bring us convenience platform and slove this bug is much appreciated. Thanks!,2025-06-03 21:14:28
A Google user,3,pls add more pin chat. 3 is not enough,2025-06-03 21:13:45
A Google user,4,nice pic,2025-06-03 21:13:37
A Google user,5,WhatsApp ki OTP,2025-06-03 21:13:35
A Google user,5,good app,2025-06-03 21:13:34
